Arrival Delay (Minutes),destinationstate_0,destinationstate_1,destinationstate_2,destinationlatitude,destinationlongitude,originstate_0,originstate_1,originstate_2,originstate_3,originstate_4,originstate_5,originstate_6,originlatitude,originlongitude,Month,Day,Scheduled Arrival Hour,Scheduled Arrival Minute,Weekdaynum,xs,ys,Month_sin,Month_cos,Day_sin,Day_cos,Weekdaynum_sin,Weekdaynum_cos,HS_Dist,Delayed?,Carrier Code_AA,Carrier Code_DL,Carrier Code_OO,Carrier Code_UA,Carrier Code_WN,Destination Airport_ATL,Destination Airport_DFW,Destination Airport_LAX,Destination Airport_ORD
-17,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,10,13,24,1,-0.35836795,-0.933580426,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
7,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,10,10,12,1,0.4539905,-0.891006524,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,10,16,6,1,-0.878817113,-0.47715876,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,10,16,18,1,-0.902585284,-0.430511097,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
16,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,10,22,57,1,-0.27144045,0.962455236,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,10,20,46,1,-0.748955721,0.662620048,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
1,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,10,23,45,1,-0.065403129,0.997858923,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-15,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,10,15,6,1,-0.725374371,-0.688354576,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,10,17,35,1,-0.994056338,-0.108866875,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,10,19,55,1,-0.876726756,0.480988769,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
-7,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,10,10,17,1,0.434445257,-0.900698239,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
1,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,10,23,48,1,-0.052335956,0.998629535,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,10,23,54,1,-0.026176948,0.999657325,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,10,22,56,1,-0.275637356,0.961261696,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
17,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,10,16,26,1,-0.917060074,-0.398749069,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,10,11,52,1,0.034899497,-0.999390827,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
5,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,10,21,48,1,-0.544639035,0.838670568,0.866025404,-0.5,0.89780454,-0.440394152,0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
-14,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,11,17,35,2,-0.994056338,-0.108866875,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,11,14,36,2,-0.629320391,-0.777145961,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-11,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,11,9,8,2,0.68199836,-0.731353702,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-26,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,4,11,15,31,2,-0.796002003,-0.605293988,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-22,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,4,11,18,57,2,-0.96923091,0.246153293,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,11,10,33,2,0.370557438,-0.928809553,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,11,21,14,2,-0.662620048,0.748955721,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,11,21,59,2,-0.503773977,0.863835505,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,11,6,12,2,0.998629535,-0.052335956,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,11,15,49,2,-0.841039013,-0.540974471,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,11,11,41,2,0.082808208,-0.996565502,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,11,14,34,2,-0.622514637,-0.782608157,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-15,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,11,15,48,2,-0.838670568,-0.544639035,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-18,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,11,22,11,2,-0.457873915,0.889017141,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,11,13,24,2,-0.35836795,-0.933580426,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,11,16,6,2,-0.878817113,-0.47715876,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-25,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,11,16,18,2,-0.902585284,-0.430511097,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-21,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,11,22,57,2,-0.27144045,0.962455236,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
9,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,11,20,46,2,-0.748955721,0.662620048,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-14,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,11,23,45,2,-0.065403129,0.997858923,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,11,15,6,2,-0.725374371,-0.688354576,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-18,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,11,17,35,2,-0.994056338,-0.108866875,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-29,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,11,22,45,2,-0.321439465,0.946930129,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-21,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,11,19,55,2,-0.876726756,0.480988769,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-12,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,11,10,17,2,0.434445257,-0.900698239,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-15,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,11,23,48,2,-0.052335956,0.998629535,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-18,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,11,23,54,2,-0.026176948,0.999657325,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,11,22,56,2,-0.275637356,0.961261696,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-18,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,11,16,26,2,-0.917060074,-0.398749069,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-2,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,11,11,52,2,0.034899497,-0.999390827,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,11,21,48,2,-0.544639035,0.838670568,0.866025404,-0.5,0.790775737,-0.612105983,0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,12,17,35,3,-0.994056338,-0.108866875,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
6,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,12,14,36,3,-0.629320391,-0.777145961,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,1,1,0,0,0,0,1,0,0,0
-11,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,12,9,8,3,0.68199836,-0.731353702,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,4,12,15,31,3,-0.796002003,-0.605293988,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
9,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,4,12,18,57,3,-0.96923091,0.246153293,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,1,1,0,0,0,0,1,0,0,0
-2,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,12,10,33,3,0.370557438,-0.928809553,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
2,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,12,21,14,3,-0.662620048,0.748955721,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,1,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,12,21,59,3,-0.503773977,0.863835505,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,12,6,12,3,0.998629535,-0.052335956,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-33,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,12,15,49,3,-0.841039013,-0.540974471,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-11,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,12,11,41,3,0.082808208,-0.996565502,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-2,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,12,14,34,3,-0.622514637,-0.782608157,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
24,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,12,13,24,3,-0.35836795,-0.933580426,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,1,1,0,0,0,0,1,0,0,0
-12,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,12,10,12,3,0.4539905,-0.891006524,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
8,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,12,16,6,3,-0.878817113,-0.47715876,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,1,1,0,0,0,0,1,0,0,0
-29,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,12,16,18,3,-0.902585284,-0.430511097,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
2,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,12,22,57,3,-0.27144045,0.962455236,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,1,1,0,0,0,0,1,0,0,0
-12,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,12,20,46,3,-0.748955721,0.662620048,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-20,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,12,15,6,3,-0.725374371,-0.688354576,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,12,17,35,3,-0.994056338,-0.108866875,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-14,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,12,22,45,3,-0.321439465,0.946930129,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-1,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,12,19,55,3,-0.876726756,0.480988769,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,12,10,17,3,0.434445257,-0.900698239,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-9,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,12,23,48,3,-0.052335956,0.998629535,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-8,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,12,23,54,3,-0.026176948,0.999657325,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-13,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,12,22,56,3,-0.275637356,0.961261696,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,12,16,26,3,-0.917060074,-0.398749069,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-14,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,12,11,52,3,0.034899497,-0.999390827,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
-7,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,12,21,48,3,-0.544639035,0.838670568,0.866025404,-0.5,0.651372483,-0.758758123,1.22E-16,-1,0,0,1,0,0,0,0,1,0,0,0
2,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,13,17,35,4,-0.994056338,-0.108866875,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
2,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,13,14,36,4,-0.629320391,-0.777145961,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-3,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,13,9,8,4,0.68199836,-0.731353702,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,4,13,15,31,4,-0.796002003,-0.605293988,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,1,33.43417,-112.00806,4,13,18,57,4,-0.96923091,0.246153293,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-3,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,13,10,33,4,0.370557438,-0.928809553,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-9,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,13,21,14,4,-0.662620048,0.748955721,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
19,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,13,21,59,4,-0.503773977,0.863835505,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
13,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,13,6,12,4,0.998629535,-0.052335956,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
5,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,13,15,49,4,-0.841039013,-0.540974471,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,13,11,41,4,0.082808208,-0.996565502,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,13,14,34,4,-0.622514637,-0.782608157,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-7,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,13,15,48,4,-0.838670568,-0.544639035,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-4,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,13,22,11,4,-0.457873915,0.889017141,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,13,13,24,4,-0.35836795,-0.933580426,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
1,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,13,10,12,4,0.4539905,-0.891006524,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
12,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,13,16,6,4,-0.878817113,-0.47715876,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-9,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,13,16,18,4,-0.902585284,-0.430511097,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-17,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,1,40.77724,-73.87261,4,13,22,57,4,-0.27144045,0.962455236,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-19,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,13,20,46,4,-0.748955721,0.662620048,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
7,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,13,23,45,4,-0.065403129,0.997858923,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-10,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,13,15,6,4,-0.725374371,-0.688354576,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-22,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,13,17,35,4,-0.994056338,-0.108866875,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-16,0,0,1,33.64044,-84.42694,0,0,0,1,0,0,0,39.87195,-75.24114,4,13,22,45,4,-0.321439465,0.946930129,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-6,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,13,10,17,4,0.434445257,-0.900698239,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-18,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,13,23,54,4,-0.026176948,0.999657325,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
4,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,1,33.94254,-118.40807,4,13,22,56,4,-0.275637356,0.961261696,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-5,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,13,16,26,4,-0.917060074,-0.398749069,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
-3,0,0,1,33.64044,-84.42694,0,0,0,0,1,0,0,25.79325,-80.29056,4,13,11,52,4,0.034899497,-0.999390827,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,0,1,0,0,0,0,1,0,0,0
5,0,0,1,33.64044,-84.42694,0,0,0,0,1,1,0,41.9796,-87.90446,4,13,21,48,4,-0.544639035,0.838670568,0.866025404,-0.5,0.485301963,-0.874346616,-0.866025404,-0.5,0,1,1,0,0,0,0,1,0,0,0
-9,0,0,1,33.64044,-84.42694,0,0,0,0,0,1,0,32.89595,-97.0372,4,14,17,35,5,-0.994056338,-0.108866875,0.866025404,-0.5,0.299363123,-0.954139256,-0.866025404,0.5,0,0,1,0,0,0,0,1,0,0,0
5,0,0,1,33.64044,-84.42694,0,0,0,0,0,0,1,35.21401,-80.94313,4,14,9,8,5,0.68199836,-0.731353702,0.866025404,-0.5,0.299363123,-0.954139256,-0.866025404,0.5,0,1,1,0,0,0,0,1,0,0,0
